1, 0, 12, 0, 0, false, 0.9997121034077555, 510000
1, 0, 12, 0, 0, false, 0.9999471210340776, 510000
1, 0, 12, 0, 0, false, 1.0, 510000
1, 0, 12, 0, 0, true, 1.0, 640000
1, 0, 12, 0, 0, false, 0.9999353701527613, 510000
1, 0, 12, 0, 0, true, 1.0, 640000
1, 0, 12, 0, 0, false, 0.9420387779083432, 510000
1, 0, 12, 0, 0, false, 0.9428143360752057, 510000
1, 0, 12, 0, 0, false, 0.9415975323149239, 510000
0, 1, 12, 0, 0, false, 1.0, 535000
0, 1, 12, 0, 0, true, 1.0, 665000
1, 0, 12, 0, 0, false, 0.9997873090481785, 510000
1, 0, 12, 0, 0, false, 0.9398419506462986, 510000
1, 0, 12, 0, 0, false, 0.9410681551116334, 510000
0, 1, 12, 0, 0, false, 1.0, 535000
0, 1, 12, 0, 0, true, 1.0, 665000
0, 1, 12, 0, 0, false, 1.0, 535000
0, 1, 12, 0, 0, true, 1.0, 665000
0, 1, 12, 0, 0, false, 0.9432191539365453, 535000
0, 1, 12, 0, 0, false, 0.9423207990599297, 535000
